"X","Y"
11.0881,44.4525
11.1511,44.4525
11.2142,44.4525
11.2772,44.4525
11.3403,44.4525
11.4033,44.4525
11.4664,44.4525
11.5294,44.4525
11.5925,44.4525
11.6555,44.4525
11.7186,44.4525
11.7816,44.4525
11.8447,44.4525
11.9077,44.4525
11.9708,44.4525
12.0338,44.4525
12.0969,44.4525
12.1599,44.4525
12.223,44.4525
12.286,44.4525
9.44877,44.4975
9.51182,44.4975
9.57487,44.4975
9.63792,44.4975
9.70097,44.4975
9.76402,44.4975
9.82707,44.4975
9.89012,44.4975
9.95317,44.4975
10.0162,44.4975
10.0793,44.4975
10.1423,44.4975
10.2054,44.4975
10.2684,44.4975
10.3315,44.4975
10.3945,44.4975
10.4576,44.4975
10.5206,44.4975
10.5837,44.4975
10.6467,44.4975
10.7098,44.4975
10.7728,44.4975
10.8359,44.4975
10.8989,44.4975
10.962,44.4975
11.025,44.4975
11.0881,44.4975
11.1511,44.4975
11.2142,44.4975
11.2772,44.4975
11.3403,44.4975
11.4033,44.4975
11.4664,44.4975
11.5294,44.4975
11.5925,44.4975
11.6555,44.4975
11.7186,44.4975
11.7816,44.4975
11.8447,44.4975
11.9077,44.4975
11.9708,44.4975
12.0338,44.4975
12.0969,44.4975
12.1599,44.4975
12.223,44.4975
12.286,44.4975
9.44877,44.5425
9.51182,44.5425
9.57487,44.5425
9.63792,44.5425
9.70097,44.5425
9.76402,44.5425
9.82707,44.5425
9.89012,44.5425
9.95317,44.5425
10.0162,44.5425
10.0793,44.5425
10.1423,44.5425
10.2054,44.5425
10.2684,44.5425
10.3315,44.5425
10.3945,44.5425
10.4576,44.5425
10.5206,44.5425
10.5837,44.5425
10.6467,44.5425
10.7098,44.5425
10.7728,44.5425
10.8359,44.5425
10.8989,44.5425
10.962,44.5425
11.025,44.5425
11.0881,44.5425
11.1511,44.5425
11.2142,44.5425
11.2772,44.5425
11.3403,44.5425
11.4033,44.5425
11.4664,44.5425
11.5294,44.5425
11.5925,44.5425
11.6555,44.5425
11.7186,44.5425
11.7816,44.5425
11.8447,44.5425
11.9077,44.5425
11.9708,44.5425
12.0338,44.5425
12.0969,44.5425
12.1599,44.5425
12.223,44.5425
12.286,44.5425
9.25962,44.5875
9.32267,44.5875
9.38572,44.5875
9.44877,44.5875
9.51182,44.5875
9.57487,44.5875
9.63792,44.5875
9.70097,44.5875
9.76402,44.5875
9.82707,44.5875
9.89012,44.5875
9.95317,44.5875
10.0162,44.5875
10.0793,44.5875
10.1423,44.5875
10.2054,44.5875
10.2684,44.5875
10.3315,44.5875
10.3945,44.5875
10.4576,44.5875
10.5206,44.5875
10.5837,44.5875
10.6467,44.5875
10.7098,44.5875
10.7728,44.5875
10.8359,44.5875
10.8989,44.5875
10.962,44.5875
11.025,44.5875
11.0881,44.5875
11.1511,44.5875
11.2142,44.5875
11.2772,44.5875
11.3403,44.5875
11.4033,44.5875
11.4664,44.5875
11.5294,44.5875
11.5925,44.5875
11.6555,44.5875
11.7186,44.5875
11.7816,44.5875
11.8447,44.5875
11.9077,44.5875
11.9708,44.5875
12.0338,44.5875
12.0969,44.5875
12.1599,44.5875
12.223,44.5875
12.286,44.5875
9.19657,44.6325
9.25962,44.6325
9.32267,44.6325
9.38572,44.6325
9.44877,44.6325
9.51182,44.6325
9.57487,44.6325
9.63792,44.6325
9.70097,44.6325
9.76402,44.6325
9.82707,44.6325
9.89012,44.6325
9.95317,44.6325
10.0162,44.6325
10.0793,44.6325
10.1423,44.6325
10.2054,44.6325
10.2684,44.6325
10.3315,44.6325
10.3945,44.6325
10.4576,44.6325
10.5206,44.6325
10.5837,44.6325
10.6467,44.6325
10.7098,44.6325
10.7728,44.6325
10.8359,44.6325
10.8989,44.6325
10.962,44.6325
11.025,44.6325
11.0881,44.6325
11.1511,44.6325
11.2142,44.6325
11.2772,44.6325
11.3403,44.6325
11.4033,44.6325
11.4664,44.6325
11.5294,44.6325
11.5925,44.6325
11.6555,44.6325
11.7186,44.6325
11.7816,44.6325
11.8447,44.6325
11.9077,44.6325
11.9708,44.6325
12.0338,44.6325
12.0969,44.6325
12.1599,44.6325
12.223,44.6325
12.286,44.6325
9.19657,44.6775
9.25962,44.6775
9.32267,44.6775
9.38572,44.6775
9.44877,44.6775
9.51182,44.6775
9.57487,44.6775
9.63792,44.6775
9.70097,44.6775
9.76402,44.6775
9.82707,44.6775
9.89012,44.6775
9.95317,44.6775
10.0162,44.6775
10.0793,44.6775
10.1423,44.6775
10.2054,44.6775
10.2684,44.6775
10.3315,44.6775
10.3945,44.6775
10.4576,44.6775
10.5206,44.6775
10.5837,44.6775
10.6467,44.6775
10.7098,44.6775
10.7728,44.6775
10.8359,44.6775
10.8989,44.6775
10.962,44.6775
11.025,44.6775
11.0881,44.6775
11.1511,44.6775
11.2142,44.6775
11.2772,44.6775
11.3403,44.6775
11.4033,44.6775
11.4664,44.6775
11.5294,44.6775
11.5925,44.6775
11.6555,44.6775
11.7186,44.6775
11.7816,44.6775
11.8447,44.6775
11.9077,44.6775
11.9708,44.6775
12.0338,44.6775
12.0969,44.6775
12.1599,44.6775
12.223,44.6775
12.286,44.6775
9.25962,44.7225
9.32267,44.7225
9.38572,44.7225
9.44877,44.7225
9.51182,44.7225
9.57487,44.7225
9.63792,44.7225
9.70097,44.7225
9.76402,44.7225
9.82707,44.7225
9.89012,44.7225
9.95317,44.7225
10.0162,44.7225
10.0793,44.7225
10.1423,44.7225
10.2054,44.7225
10.2684,44.7225
10.3315,44.7225
10.3945,44.7225
10.4576,44.7225
10.5206,44.7225
10.5837,44.7225
10.6467,44.7225
10.7098,44.7225
10.7728,44.7225
10.8359,44.7225
10.8989,44.7225
10.962,44.7225
11.025,44.7225
11.0881,44.7225
11.1511,44.7225
11.2142,44.7225
11.2772,44.7225
11.3403,44.7225
11.4033,44.7225
11.4664,44.7225
11.5294,44.7225
11.5925,44.7225
11.6555,44.7225
11.7186,44.7225
11.7816,44.7225
11.8447,44.7225
11.9077,44.7225
11.9708,44.7225
12.0338,44.7225
12.0969,44.7225
12.1599,44.7225
12.223,44.7225
9.25962,44.7675
9.32267,44.7675
9.38572,44.7675
9.44877,44.7675
9.51182,44.7675
9.57487,44.7675
9.63792,44.7675
9.70097,44.7675
9.76402,44.7675
9.82707,44.7675
9.89012,44.7675
9.95317,44.7675
10.0162,44.7675
10.0793,44.7675
10.1423,44.7675
10.2054,44.7675
10.2684,44.7675
10.3315,44.7675
10.3945,44.7675
10.4576,44.7675
10.5206,44.7675
10.5837,44.7675
10.6467,44.7675
10.7098,44.7675
10.7728,44.7675
10.8359,44.7675
10.8989,44.7675
10.962,44.7675
11.025,44.7675
11.0881,44.7675
11.1511,44.7675
11.2142,44.7675
11.2772,44.7675
11.3403,44.7675
11.4033,44.7675
11.4664,44.7675
11.5294,44.7675
11.5925,44.7675
11.6555,44.7675
11.7186,44.7675
11.7816,44.7675
11.8447,44.7675
11.9077,44.7675
11.9708,44.7675
12.0338,44.7675
12.0969,44.7675
12.1599,44.7675
12.223,44.7675
12.286,44.7675
12.3491,44.7675
12.4121,44.7675
9.32267,44.8125
9.38572,44.8125
9.44877,44.8125
9.51182,44.8125
9.57487,44.8125
9.63792,44.8125
9.70097,44.8125
9.76402,44.8125
9.82707,44.8125
9.89012,44.8125
9.95317,44.8125
10.0162,44.8125
10.0793,44.8125
10.1423,44.8125
10.2054,44.8125
10.2684,44.8125
10.3315,44.8125
10.3945,44.8125
10.4576,44.8125
10.5206,44.8125
10.5837,44.8125
10.6467,44.8125
10.7098,44.8125
10.7728,44.8125
10.8359,44.8125
10.8989,44.8125
10.962,44.8125
11.025,44.8125
11.0881,44.8125
11.1511,44.8125
11.2142,44.8125
11.2772,44.8125
11.3403,44.8125
11.4033,44.8125
11.4664,44.8125
11.5294,44.8125
11.5925,44.8125
11.6555,44.8125
11.7186,44.8125
11.7816,44.8125
11.8447,44.8125
11.9077,44.8125
11.9708,44.8125
12.0338,44.8125
12.0969,44.8125
12.1599,44.8125
12.223,44.8125
12.286,44.8125
12.3491,44.8125
12.4121,44.8125
9.32267,44.8575
9.38572,44.8575
9.44877,44.8575
9.51182,44.8575
9.57487,44.8575
9.63792,44.8575
9.70097,44.8575
9.76402,44.8575
9.82707,44.8575
9.89012,44.8575
9.95317,44.8575
10.0162,44.8575
10.0793,44.8575
10.1423,44.8575
10.2054,44.8575
10.2684,44.8575
10.3315,44.8575
10.3945,44.8575
10.4576,44.8575
10.5206,44.8575
10.5837,44.8575
10.6467,44.8575
10.7098,44.8575
10.7728,44.8575
10.8359,44.8575
10.8989,44.8575
10.962,44.8575
11.025,44.8575
11.0881,44.8575
11.1511,44.8575
11.2142,44.8575
11.2772,44.8575
11.3403,44.8575
11.4033,44.8575
11.4664,44.8575
11.5294,44.8575
11.5925,44.8575
11.6555,44.8575
11.7186,44.8575
11.7816,44.8575
11.8447,44.8575
11.9077,44.8575
11.9708,44.8575
12.0338,44.8575
12.0969,44.8575
12.1599,44.8575
12.223,44.8575
12.286,44.8575
12.3491,44.8575
9.25962,44.9025
9.32267,44.9025
9.38572,44.9025
9.44877,44.9025
9.51182,44.9025
9.57487,44.9025
9.63792,44.9025
9.70097,44.9025
9.76402,44.9025
9.82707,44.9025
9.89012,44.9025
9.95317,44.9025
10.0162,44.9025
10.0793,44.9025
10.1423,44.9025
10.2054,44.9025
10.2684,44.9025
10.3315,44.9025
10.3945,44.9025
10.4576,44.9025
10.5206,44.9025
10.5837,44.9025
10.6467,44.9025
10.7098,44.9025
10.7728,44.9025
10.8359,44.9025
10.8989,44.9025
10.962,44.9025
11.025,44.9025
11.0881,44.9025
11.1511,44.9025
11.2142,44.9025
11.2772,44.9025
11.3403,44.9025
11.4033,44.9025
11.4664,44.9025
11.5294,44.9025
11.5925,44.9025
11.6555,44.9025
11.7186,44.9025
11.7816,44.9025
11.8447,44.9025
11.9077,44.9025
11.9708,44.9025
12.0338,44.9025
12.0969,44.9025
12.1599,44.9025
12.223,44.9025
12.286,44.9025
9.25962,44.9475
9.32267,44.9475
9.38572,44.9475
9.44877,44.9475
9.51182,44.9475
9.57487,44.9475
9.63792,44.9475
9.70097,44.9475
9.76402,44.9475
9.82707,44.9475
9.89012,44.9475
9.95317,44.9475
10.0162,44.9475
10.0793,44.9475
10.1423,44.9475
10.2054,44.9475
10.2684,44.9475
10.3315,44.9475
10.3945,44.9475
10.4576,44.9475
10.5206,44.9475
10.6467,44.9475
10.7098,44.9475
10.7728,44.9475
10.8359,44.9475
10.8989,44.9475
10.962,44.9475
11.025,44.9475
11.0881,44.9475
11.1511,44.9475
11.2142,44.9475
11.2772,44.9475
11.3403,44.9475
11.4033,44.9475
11.4664,44.9475
11.5294,44.9475
11.7186,44.9475
11.7816,44.9475
11.8447,44.9475
11.9077,44.9475
11.9708,44.9475
12.0338,44.9475
12.0969,44.9475
12.1599,44.9475
12.223,44.9475
12.286,44.9475
9.32267,44.9925
9.38572,44.9925
9.44877,44.9925
9.51182,44.9925
9.57487,44.9925
9.63792,44.9925
9.70097,44.9925
9.76402,44.9925
9.82707,44.9925
9.89012,44.9925
9.95317,44.9925
10.0162,44.9925
10.0793,44.9925
10.1423,44.9925
10.2054,44.9925
10.2684,44.9925
10.3315,44.9925
10.3945,44.9925
10.6467,44.9925
10.7098,44.9925
10.7728,44.9925
11.7816,44.9925
11.8447,44.9925
11.9077,44.9925
11.9708,44.9925
12.0338,44.9925
12.0969,44.9925
9.38572,45.0375
9.44877,45.0375
9.51182,45.0375
9.57487,45.0375
9.63792,45.0375
9.70097,45.0375
9.76402,45.0375
9.82707,45.0375
9.89012,45.0375
9.95317,45.0375
10.0162,45.0375
10.0793,45.0375
10.1423,45.0375
10.2054,45.0375
10.2684,45.0375
9.38572,45.0825
9.44877,45.0825
9.51182,45.0825
9.57487,45.0825
9.63792,45.0825
9.70097,45.0825
9.76402,45.0825
9.82707,45.0825
9.89012,45.0825
9.95317,45.0825
10.0162,45.0825
10.0793,45.0825
9.51182,45.1275
9.57487,45.1275
9.63792,45.1275
9.76402,45.1275
9.89012,45.1275
9.95317,45.1275
10.0162,45.1275
