"X","Y"
10.1423,44.8575
10.2054,44.8575
10.2684,44.8575
10.3315,44.8575
10.3945,44.8575
10.4576,44.8575
10.0162,44.9025
10.0793,44.9025
10.1423,44.9025
10.2054,44.9025
10.2684,44.9025
10.3315,44.9025
10.3945,44.9025
10.4576,44.9025
10.0162,44.9475
10.0793,44.9475
10.1423,44.9475
10.2054,44.9475
10.2684,44.9475
10.3315,44.9475
10.3945,44.9475
10.0793,44.9925
10.1423,44.9925
10.2054,44.9925
10.2684,44.9925
10.0793,45.0375
10.8989,44.0925
11.0881,44.0925
10.8359,44.1375
10.8989,44.1375
10.962,44.1375
11.025,44.1375
11.0881,44.1375
11.1511,44.1375
10.8359,44.1825
10.8989,44.1825
10.962,44.1825
11.025,44.1825
11.0881,44.1825
11.1511,44.1825
11.2142,44.1825
11.2772,44.1825
11.5294,44.1825
10.962,44.2275
11.025,44.2275
11.0881,44.2275
11.1511,44.2275
11.2142,44.2275
11.2772,44.2275
11.3403,44.2275
11.4033,44.2275
11.4664,44.2275
11.5294,44.2275
11.025,44.2725
11.0881,44.2725
11.1511,44.2725
11.2142,44.2725
11.2772,44.2725
11.3403,44.2725
11.4033,44.2725
11.4664,44.2725
11.5294,44.2725
11.5925,44.2725
11.0881,44.3175
11.1511,44.3175
11.2142,44.3175
11.2772,44.3175
11.3403,44.3175
11.4033,44.3175
11.4664,44.3175
11.5294,44.3175
11.5925,44.3175
11.6555,44.3175
11.7186,44.3175
11.025,44.3625
11.0881,44.3625
11.1511,44.3625
11.2142,44.3625
11.2772,44.3625
11.3403,44.3625
11.4033,44.3625
11.4664,44.3625
11.5294,44.3625
11.5925,44.3625
11.6555,44.3625
11.7186,44.3625
11.7816,44.3625
11.0881,44.4075
11.1511,44.4075
11.2142,44.4075
11.2772,44.4075
11.3403,44.4075
11.4033,44.4075
11.4664,44.4075
11.5294,44.4075
11.5925,44.4075
11.6555,44.4075
11.7186,44.4075
11.7816,44.4075
11.025,44.4525
11.0881,44.4525
11.1511,44.4525
11.2142,44.4525
11.2772,44.4525
11.3403,44.4525
11.4033,44.4525
11.4664,44.4525
11.5294,44.4525
11.5925,44.4525
11.6555,44.4525
11.7186,44.4525
11.7816,44.4525
11.0881,44.4975
11.1511,44.4975
11.2142,44.4975
11.2772,44.4975
11.3403,44.4975
11.4033,44.4975
11.4664,44.4975
11.5294,44.4975
11.5925,44.4975
11.6555,44.4975
11.7186,44.4975
11.1511,44.5425
11.2142,44.5425
11.2772,44.5425
11.3403,44.5425
11.4033,44.5425
11.4664,44.5425
11.5294,44.5425
11.5925,44.5425
11.6555,44.5425
11.7186,44.5425
11.7816,44.5425
11.1511,44.5875
11.2142,44.5875
11.2772,44.5875
11.3403,44.5875
11.4033,44.5875
11.4664,44.5875
11.5294,44.5875
11.5925,44.5875
11.6555,44.5875
11.7186,44.5875
11.7816,44.5875
11.1511,44.6325
11.2142,44.6325
11.2772,44.6325
11.3403,44.6325
11.4033,44.6325
11.4664,44.6325
11.5294,44.6325
11.5925,44.6325
11.6555,44.6325
11.7186,44.6325
11.7816,44.6325
11.1511,44.6775
11.2142,44.6775
11.2772,44.6775
11.3403,44.6775
11.4033,44.6775
11.4664,44.6775
11.5294,44.6775
11.5925,44.6775
11.1511,44.7225
11.2142,44.7225
11.3403,44.7225
11.4033,44.7225
11.4664,44.7225
11.5294,44.7225
11.1511,44.7675
11.2142,44.7675
